"Isolate_Id","Subtype","Submitting_Lab","Originating_Lab"
"KY926160","A/H1N1pdm09","Center for Research on Influenza Pathogenesis (CRIP)",NA
"EPI_ISL_159410","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_163106","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_159412","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_178799","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_178805","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_158022","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_164503","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_157123","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_166275","A/H1N1pdm09","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_178796","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_166696","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_163088","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_167873","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_178736","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_164148","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_178807","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_213112","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_178105","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_209014","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_203246","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_178104","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_172312","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_203087","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_203161","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_213115","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_178109","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_194845","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_271512","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_193594","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_202369","A/H1N1pdm09","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"EPI_ISL_271586","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN SC"
"EPI_ISL_205893","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_233565","A/H1N1pdm09","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_271471","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_273984","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","FUNED MG"
"EPI_ISL_232149","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_233069","A/H1N1pdm09","Centers for Disease Control and Prevention","Intituto Nacional de Epidemiologia"
"EPI_ISL_271620","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SE - Laboratório Central de Saúde Pública de Sergipe - Instituto Parreira Horta"
"EPI_ISL_274076","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul"
"EPI_ISL_271511","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_238788","A/H1N1pdm09","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"KY924963","A/H1N1pdm09","Center for Research on Influenza Pathogenesis (CRIP)",NA
"EPI_ISL_244245","A/H1N1pdm09","Centers for Disease Control and Prevention","Central Laboratory of Public Health"
"EPI_ISL_223219","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_271348","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_233510","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_236223","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Higiene ""Rafael Rangel"""
"EPI_ISL_233061","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_273792","A/H1N1pdm09","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_268463","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_273794","A/H1N1pdm09","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_269785","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_268422","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_273790","A/H1N1pdm09","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_302838","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_281611","A/H1N1pdm09","Centers for Disease Control and Prevention","Intituto Nacional de Epidemiologia"
"EPI_ISL_281612","A/H1N1pdm09","Centers for Disease Control and Prevention","Intituto Nacional de Epidemiologia"
"EPI_ISL_273791","A/H1N1pdm09","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_300086","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_273797","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_281610","A/H1N1pdm09","Centers for Disease Control and Prevention","Intituto Nacional de Epidemiologia"
"EPI_ISL_273784","A/H1N1pdm09","Centers for Disease Control and Prevention","CENETROP"
"EPI_ISL_300083","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_320245","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_347100","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_319826","A/H1N1pdm09","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"EPI_ISL_340400","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_319777","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_321298","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_321962","A/H1N1pdm09","Centers for Disease Control and Prevention","Laboratorio de Referencia Nacional Virus Respiratorios, Instituto Nacional de Salud"
"EPI_ISL_326795","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_312921","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_330872","A/H1N1pdm09","Centers for Disease Control and Prevention","Institute for Biomedical Sciences"
"EPI_ISL_319773","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_322250","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central do Estado do Paraná - LACEN/PR"
"EPI_ISL_329895","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_322227","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","FUNED MG"
"EPI_ISL_330452","A/H1N1pdm09","Centers for Disease Control and Prevention","Intituto Nacional de Epidemiologia"
"EPI_ISL_367521","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_389398","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SC"
"EPI_ISL_342389","A/H1N1pdm09","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_362262","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Salud de Columbia"
"EPI_ISL_381909","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_390320","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto de Salud Publica de Chile"
"EPI_ISL_381851","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_421138","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_367491","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_342394","A/H1N1pdm09","Evandro Chagas Institute","Evandro Chagas Institute"
"EPI_ISL_378007","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_389384","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_402568","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_367514","A/H1N1pdm09","Instituto de Salud Publica de Chile","Instituto de Salud Publica de Chile"
"EPI_ISL_450531","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz"
"EPI_ISL_654789","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_637243","A/H1N1pdm09","Centers for Disease Control and Prevention","INSPI"
"EPI_ISL_18054222","A/H1N1pdm09","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_18054244","A/H1N1pdm09","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_482909","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_654778","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_18054236","A/H1N1pdm09","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_6825404","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz - Regional de Santo Andre"
"EPI_ISL_487485","A/H1N1pdm09","Centers for Disease Control and Prevention","National Influenza Center French Guiana and French Indies"
"EPI_ISL_18054237","A/H1N1pdm09","Laboratório Central de Saúde Publica do estado da Bahia","Laboratório Central de Saúde Pública Professor Gonçalo Moniz, LACEN-BA"
"EPI_ISL_16833162","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Nacional de Laboratoriosde Salud (INLASA)"
"EPI_ISL_15807550","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","LACEN/SC"
"EPI_ISL_16377252","A/H1N1pdm09","Centers for Disease Control and Prevention","Instituto Adolfo Lutz"
"EPI_ISL_16681640","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_16200102","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz - National Influenza Center"
"EPI_ISL_16755844","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Laboratório Central de Saúde Pública de Alagoas, LACEN-AL"
"EPI_ISL_15807473","A/H1N1pdm09","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)","Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)"
"EPI_ISL_16200150","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz - National Influenza Center"
"EPI_ISL_16200151","A/H1N1pdm09","Instituto Adolfo Lutz","Instituto Adolfo Lutz - National Influenza Center"
"EPI_ISL_16833161","A/H1N1pdm09","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_16681637","A/H1N1pdm09","Crick Worldwide Influenza Centre","Instituto Nacional de Enfermedades Infecciosas"
"EPI_ISL_16833164","A/H1N1pdm09","Centers for Disease Control and Prevention","National Influenza Center"
"EPI_ISL_146135","A/H1N1pdm09",NA,NA
"EPI_ISL_103728","A/H1N1pdm09","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_134025","A/H1N1pdm09","Centers for Disease Control and Prevention","All India Institute of Medical Sciences"
"EPI_ISL_143619","A/H1N1pdm09","National Institute for Medical Research","Tehran University of Medical Sciences"
"EPI_ISL_133536","A/H1N1pdm09","Centers for Disease Control and Prevention","All India Institute of Medical Sciences"
"KX792326","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"KX792274","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"EPI_ISL_150075","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Public Health Laboratory"
"KX792296","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"KY381596","A/H1N1pdm09","King Institute of Preventive Medicine & Research, Virology",NA
"KX792279","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"EPI_ISL_150085","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Public Health Laboratory"
"EPI_ISL_135817","A/H1N1pdm09","Centers for Disease Control and Prevention","All India Institute of Medical Sciences"
"KX792309","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"EPI_ISL_146129","A/H1N1pdm09",NA,NA
"KX792293","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"KX792294","A/H1N1pdm09","National Institute of Virology, Influenza Group",NA
"EPI_ISL_143650","A/H1N1pdm09","National Institute for Medical Research","Tehran University of Medical Sciences"
"EPI_ISL_150164","A/H1N1pdm09","Centers for Disease Control and Prevention","National Institute of Virology"
"EPI_ISL_218367","A/H1N1pdm09",NA,NA
"EPI_ISL_218343","A/H1N1pdm09",NA,NA
"EPI_ISL_218383","A/H1N1pdm09",NA,NA
"EPI_ISL_150087","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Public Health Laboratory"
"KP317294","A/H1N1pdm09","National Centre for Disease Control, Division of Biotechnology",NA
"EPI_ISL_218348","A/H1N1pdm09",NA,NA
"OP862090","A/H1N1pdm09","USAMD-AFRIMS, Virology",NA
"EPI_ISL_150086","A/H1N1pdm09","National Institute of Infectious Diseases (NIID)","National Public Health Laboratory"
"OP862037","A/H1N1pdm09","USAMD-AFRIMS, Virology",NA
